input_state1
AR
AR
AR
AR
GB
GB
AR
AR
GB
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
AU
CO
AR
FR
RS
RS
RS
RS
AU
AU
ES
GB
GB
GB
GB
DE
DE
FR
FR
FR
CA
AR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
RU
RU
UA
UA
UA
UA
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
RU
RU
RU
RU
RU
ES
FR
FR
FR
FR
FR
FR
FR
FR
FR
GB
FR
GB
FR
GB
FR
FR
FR
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
IT
IT
NO
NO
NO
RU
RU
FR
TR
NO
NO
NO
NO
NO
NO
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
CH
GB
GB
GB
GB
GB
GB
GB
AR
AR
AR
AR
AR
AR
GH
AR
FR
AR
FR
AR
FR
AR
AR
FR
AR
FR
AR
FR
AR
AR
FR
AR
FR
GB
AR
FR
GB
GB
FR
AR
GB
HR
GB
FR
ES
GB
AR
HR
FR
AR
GB
GB
GB
FR
AR
GB
GB
GB
FR
GB
AR
GB
GB
AR
GB
GB
GB
GB
AR
GB
GB
GB
AR
GB
GB
AR
GB
GB
GB
AR
GB
AR
GB
GB
GB
AR
GB
GB
GB
AR
GB
AR
GB
AR
GB
AR
GB
GB
GB
AR
GB
GB
GB
AR
GB
GB
AR
GB
GB
AR
GB
GB
AR
GB
GB
AR
GB
GB
AR
GB
GB
GB
AR
GB
GB
AR
GB
GB
AR
GB
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
UY
ES
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
GB
AR
AR
AR
AR
AR
CH
TR
AR
CH
AR
AR
CH
AR
AR
AR
CH
AR
CH
CH
AR
CH
AR
CH
AR
CH
AR
AR
CH
AR
CH
AR
AR
FR
ES
FR
DK
GB
IT
BR
DK
AR
AR
AR
AR
AR
AR
AR
AR
SN
AR
AR
AR
AR
AR
AR
UA
UA
UA
UA
UA
FR
FR
FR
FR
FR
AR
FR
FR
FR
ES
ES
ES
ES
ES
ES
DE
DE
DK
IT
DE
IE
DK
DK
DK
RS
TR
RS
IT
RS
RS
FR
IE
FR
BR
EC
ES
CA
CA
CA
CA
CA
CA
CA
CA
CA
CH
NG
NG
NG
GB
GB
GB
DE
DE
DE
AR
AR
GB
DE
UY
UY
UY
DE
UY
DE
UY
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
DE
AR
SE
GB
GB
SE
GB
SE
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
FR
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
GB
AR
GB
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
IT
GB
ES
BR
SY
MA
MA
GB
GB
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
GB
CL
CL
AR
CL
AR
GB
GB
GB
BR
BR
BR
BR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
AR
